Tweets,Reformed_Tweets,sentiment_scores,compound_score,sentiment
"blahhh, my throat is sore &amp; i keep coughing. i hate being sick ",blahhh throat sore amp keep coughing hate sick,"{'neg': 0.655, 'neu': 0.345, 'pos': 0.0, 'compound': -0.8591}",-0.8591,Negative
"I'm sitting up, unable to sleep ",im sitting unable sleep,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Motivated to sleep, but I'm feeling quite icky. ",motivate sleep im feeling quite icky,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.4767}",0.4767,Positive
"Oh dear, all the pups died 1 by 1 last night, perhaps it was because Princess rejected them ",oh ear pup ie 1 1 last night perhaps princess rejecte,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
I am going to be 30 in a month...  Ugh ,going 30 month ugh,"{'neg': 0.483, 'neu': 0.517, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
3 in the morning and I can't sleep. ,3 morning cant sleep,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"@scarletjac thanks, I know that video is harrowing, especially the last 2 minutes  I must admit I cried",thanks know vieo harrowing especially last 2 minute must amit crie,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.4404,Positive
"Just wrote a 2 pg paper n 30 min, studied n now off 2 bed. Gotta wake up n 3 hours. OH JOY!  Nite all!",wrote 2 pg paper n 30 min stuie n 2 gotta wake n 3 hour oh joy nite,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.5859}",0.5859,Positive
beginning to enjoy lazy town - oh dear ,beginning enjoy lazy town oh ear,"{'neg': 0.258, 'neu': 0.412, 'pos': 0.33, 'compound': 0.1779}",0.1779,Positive
or should i say my brain needs to optimise my neural search pathways to find my muscles again ,shoul say brain nees optimise neural search pathway fin muscle,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.4404,Positive
I cried when I heard the girl from Tracy was found today. It was soooo sad   May god bless Sandra Cantu.,crie hear girl tracy foun toay soooo sa may go bless sanra cantu,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.4215}",0.4215,Positive
@gmg2001 lol omg don't tempt me! I just started p90 2 hours ago. I need to at least be good for a day! shoulda asked me yesterday ,lol omg ont tempt starte p90 2 hour ago nee least goo ay shoula aske yesteray,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4215}",0.4215,Positive
Had a moment with run fatboy run ,ha moment run fatboy run,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,Positive
"haven't even had time to twitt theese last few days, insane! ",havent even ha time twitt theese last ays insane,"{'neg': 0.404, 'neu': 0.596, 'pos': 0.0, 'compound': -0.577}",-0.577,Negative
"@Wyldceltic1 oh man, it was the most sad ever. ",oh man sa ever,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Twitter woke me up ,twitter woke,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@SpazMoraz get up lady! See you in work ... Boohoo ,get lay see work boohoo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Something got into my eye...now its itchy. aw. ,something got eyenow itchy aw,"{'neg': 0.344, 'neu': 0.656, 'pos': 0.0, 'compound': -0.2732}",-0.2732,Negative
@mrskutcher I was just thinking that today - how deprssing it all is!  Makes us appreciate life more.,thinking toay eprssing make u appreciate life,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",0.4019,Positive
@keelybin Ermmm not really. It's hearing the dreaded alarm clock ,ermmm really hearing reae alarm clock,"{'neg': 0.348, 'neu': 0.652, 'pos': 0.0, 'compound': -0.3947}",-0.3947,Negative
@cannibaleyes I as bowling and the shit ripped ,bowling shit rippe,"{'neg': 0.643, 'neu': 0.357, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative
"@EIsie Mate that's rubbish  10pt hug. Tom covered in spots and obviously not happy, but Doc says it's nothing 'bad'. Tell that to Tom...",mate rubbish 10pt hug tom covere spot obviously happy oc say nothing ba tell tom,"{'neg': 0.0, 'neu': 0.657, 'pos': 0.343, 'compound': 0.7783}",0.7783,Positive
@Warlach Curse ye!! Have fun at it. I miss doing online PR for Paramount Pics ,curse ye fun miss oing online pr paramount pic,"{'neg': 0.354, 'neu': 0.417, 'pos': 0.229, 'compound': -0.2023}",-0.2023,Negative
"ugh, just read on #CNN that they found the Cantu girl's body in a pond near their home. How terrible for her family ",ugh rea cnn foun cantu girl boy pon near home terrible family,"{'neg': 0.371, 'neu': 0.629, 'pos': 0.0, 'compound': -0.7096}",-0.7096,Negative
Can't sleep. It's 2:05am--Ugh!!! I'm not even sleepy ,cant sleep 205amugh im even sleepy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"How sad, I did not know Andy Hallet died  http://tinyurl.com/dhq7xv",sa know hallet ie,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
... or so I thought....  ,thought,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"@markress understand that, we are all busy. I can only tweet after work. ",unerstan busy tweet work,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@samsungimaging better get your auto feature ironed out. that blast of advertisements was nothing less than industrial strength spam! ,better get auto feature irone blast avertisements nothing le inustrial strength spam,"{'neg': 0.301, 'neu': 0.529, 'pos': 0.17, 'compound': -0.3022}",-0.3022,Negative
"@TexasVegetarian Oh, God, ow.  That must have hurt like a bitch.  ",oh go ow must hurt like bitch,"{'neg': 0.526, 'neu': 0.292, 'pos': 0.182, 'compound': -0.6908}",-0.6908,Negative
"Up and showered, now to get dressed for the late shift lollypop ",showere get resse late shift lollypop,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@GillianMe Yeah he was ,yeah,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,Positive
"really now, time for sleep. dreaming of my city, more tattoos, and other great things. waking up to early morning sociology ",really time sleep reaming city tattoo great thing waking early morning sociology,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.6249}",0.6249,Positive
@dougiemcfly hey saw u guys play @ pushover..didn't get 2 meet u tho cuz of th HUGE line  i was very upset lol..a msg would make up 4 it!,hey saw u guy play pushoverint get 2 meet u tho cuz th huge line upset lola msg woul make 4,"{'neg': 0.122, 'neu': 0.657, 'pos': 0.221, 'compound': 0.2732}",0.2732,Positive
Good morning... I wish the weather was as good as in Germany today ,goo morning wish weather goo germany toay,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}",0.4019,Positive
I wish we had a Dunkin Donuts in Holland  Today my moms back from Japan. Can't wait to see her!,wish ha unkin onuts hollan toay mom back japan cant wait see,"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.6249}",0.6249,Positive
Sooooooo busy right now. Have a lot of custom orders to catch up on! Haven't blogged since the 31st.  There aren't enough hrs in a day! ;),sooooooo busy right lot custom orers catch havent blogge since 31st enough hr ay,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
right got a stinking headache but I need to run I'm not a happy bunny ,right got stinking heaache nee run im happy bunny,"{'neg': 0.241, 'neu': 0.496, 'pos': 0.262, 'compound': 0.0772}",0.0772,Positive
"sorry, I should say that this vid hits you hard, please beware the last 2 minutes especially  http://www.youtube.com/watch?v=EUJSME0TORw",sorry shoul say vi hit har please beware last 2 minute especially,"{'neg': 0.103, 'neu': 0.714, 'pos': 0.183, 'compound': 0.25}",0.25,Positive
Wondering why gamebattles is down  http://bit.ly/qZuUY,wonering gamebattles,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Too much traffic on the A2  Can't wait till all 10 lanes are ready ... 2010?,much traffic a2 cant wait till 10 lane reay 2010,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
slept for 11 hours.. had been awake since 5.30am yesterday..  and still i was late for the exam  gotta wake up at 5 tomoro onwards ,slept 11 hour ha awake since 530am yesteray still late exam gotta wake 5 tomoro onwars,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.34}",0.34,Positive
Almost finished with new moon.... If I didn't have to work tomorrow I would totally finish it tonight! Geez... ,almost finishe new moon int work tomorrow woul totally finish tonight geez,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Ok wonder why twitpix isn't an option for this new phone I got?! I can't win! I'll leave the photos to my cuz I guess... ,ok woner twitpix isnt option new phone got cant win ill leave photo cuz guess,"{'neg': 0.156, 'neu': 0.557, 'pos': 0.288, 'compound': 0.1551}",0.1551,Positive
they usually make me Zzzz... but not today ,usually make zzzz toay,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
My Macbook just froze. Luckily I was able to take a screen shot of my paper and retyped the end of it. I submitted my paper 1 min. late. ,macbook froze luckily able take screen shot paper retype en submitte paper 1 min late,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.5106}",0.5106,Positive
"@rougeforever I've just been faffing  Actually, reading; which is work but doesn't feel productive.",ive faffing actually reaing work oes feel prouctive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@thecampingforum if the forcasters are to be believed we'll be lucky of it lasts till this afternoon ,forcasters believe well lucky last till afternoon,"{'neg': 0.0, 'neu': 0.505, 'pos': 0.495, 'compound': 0.5994}",0.5994,Positive
@babybazooka i do too...but it's hard ,toobut har,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"@CherylTheLibr_n Thanks for the Rebuilders/Rebuilding tip.  She's trying to help her mom thru a divorce, and herself thru a breakup.  ",thanks rebuilersrebuiling tip trying help mom thru ivorce thru breakup,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6808}",0.6808,Positive
Left head phone has died this morning. 1 head phone to keep me company on my journey ,left hea phone ie morning 1 hea phone keep company journey,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@meganh93 same it has been drizzling all day  if u are going to rain might as well pour.,rizzling ay u going rain might well pour,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.2732}",0.2732,Positive
i cant sleep ugghhh ,cant sleep ugghhh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
just got to work and am so ravenous have eaten my gipton steak &amp; branston sarnies. Now I'll have to buy something for lunch!!   doh!,got work ravenous eaten gipton steak amp branston sarnies ill buy something lunch oh,"{'neg': 0.177, 'neu': 0.823, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
"New iphone, yay! Not restoring backup, no!  Stupid apple.",new iphone yay restoring backup stupi apple,"{'neg': 0.0, 'neu': 0.472, 'pos': 0.528, 'compound': 0.6808}",0.6808,Positive
"A few catering gigs, very cool, getting ready for the normal week.  Working on Easter.  ",catering gig cool getting reay normal week working easter,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}",0.3182,Positive
i cant sleep ,cant sleep,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"@hamporter I always walk by the annex hoping to see you, but instead I get the Nguyen family ",always walk annex hoping see instea get nguyen family,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4215}",0.4215,Positive
Know exactly how you feel man  re: http://ff.im/1XTN7,know exactly feel man,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
im yellinq at ma mummyy  !! lol .. she is ANGRY AT MEE  !! ,im yellinq mummyy lol angry mee,"{'neg': 0.327, 'neu': 0.396, 'pos': 0.277, 'compound': -0.128}",-0.128,Negative
"I really don't want to go back to Chicago. I liked not hearing about bad politicians or Oprah, I hate Oprah.  Only 4 days left in the UK ",really ont want go back chicago like hearing ba politician oprah hate oprah 4 ays left uk,"{'neg': 0.178, 'neu': 0.626, 'pos': 0.196, 'compound': -0.1585}",-0.1585,Negative
@CandiceNicolePR I haven't heard from you in while ,havent hear,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Still doing homework. ,still oing homework,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@ShannaMoakler I'm afraid to fly too. I straight up REFUSE to get on a plane. It sucks because it REALLY limits where you can go ,im afrai fly straight refuse get plane suck really limit go,"{'neg': 0.34, 'neu': 0.533, 'pos': 0.127, 'compound': -0.4939}",-0.4939,Negative
Tony has changed so much. Why did he have to change? ,tony change much change,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Feeling a bit better today, at least I can walk. I have NO idea what happened yesterday. On my way to school now... Ugh... ",feeling bit better toay least walk iea happene yesteray way school ugh,"{'neg': 0.173, 'neu': 0.556, 'pos': 0.272, 'compound': 0.1531}",0.1531,Positive
Just about to leave for another exciting day at work ,leave another exciting ay work,"{'neg': 0.162, 'neu': 0.405, 'pos': 0.432, 'compound': 0.4588}",0.4588,Positive
"@christieeee Aww, I'm so sorry dearyy ",aww im sorry earyy,"{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.0772}",-0.0772,Negative
Fuck la circulation ce mat1 ,fuck la circulation ce mat1,"{'neg': 0.467, 'neu': 0.533, 'pos': 0.0, 'compound': -0.5423}",-0.5423,Negative
"Can't belive it.. We're home!! So sleepy 4 hrs today..  in Round Rock, TX http://loopt.us/GEtn1w",cant belive home sleepy 4 hr toay roun rock tx,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}",0.3612,Positive
I'm at disneyland again Ahaha! And i'm sad the pineapple stand is closed... I have 3 dollars ,im isneylan ahaha im sa pineapple stan close 3 ollars,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Ok... so 2 hours into the self imposed shopping ban, and i am already aching for a shoe fix...this is going to be harder than i thought ",ok 2 hour self impose shopping ban alreay aching shoe fixthis going harer thought,"{'neg': 0.446, 'neu': 0.446, 'pos': 0.109, 'compound': -0.7783}",-0.7783,Negative
My whip cream is melting ,whip cream melting,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
I was woken up by my mom. now i cant get to sleep. ,woken mom cant get sleep,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Lonely bed, no husband. ",lonely husban,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612,Negative
"Why is it that I have 46 followers, none of whom acknowledge me? ",46 follower none acknowlege,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Stupid m&amp;ms make my stomach hurt ,stupi mampms make stomach hurt,"{'neg': 0.459, 'neu': 0.541, 'pos': 0.0, 'compound': -0.5267}",-0.5267,Negative
Best monday ever. Missed gossip girl.  Oh well. Spent time with BFF today! Wonderful Night! xoxo,best monay ever misse gossip girl oh well spent time bff toay wonerful night xoxo,"{'neg': 0.066, 'neu': 0.386, 'pos': 0.548, 'compound': 0.926}",0.926,Positive
@pilvlp My luck I'd probably get stopped by a cop or something stupid!  ,luck probably get stoppe cop something stupi,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.4588}",0.4588,Positive
Sitting at home and im very bored   keep hearing really weird noises downstairs. Kinda creepy,sitting home im bore keep hearing really weir noise ownstairs kina creepy,"{'neg': 0.154, 'neu': 0.846, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative
Let us know how he's doing ok? ,let u know oing ok,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.296}",0.296,Positive
"@Kailuh Dis guy was talking about his brother's cock, and thats all I feel like talking about   EWWW  You can figure out the rest.",guy talking brother cock thats feel like talking ewww figure rest,"{'neg': 0.122, 'neu': 0.687, 'pos': 0.191, 'compound': 0.2263}",0.2263,Positive
my birthday today. feel so old ,birthay toay feel ol,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@Amelia_Torode Have fun shopping ... but bear in mind the horrible forex truth  http://bit.ly/kHBN  ,fun shopping bear min horrible forex truth,"{'neg': 0.267, 'neu': 0.305, 'pos': 0.427, 'compound': 0.2732}",0.2732,Positive
ok my TWEET PEEP i must head to bed now...Got to take a test in Law tomorrow  ...is it summer yet?  anyway much love and HUGGERS,ok tweet peep must hea nowgot take test law tomorrow summer yet anyway much love hugger,"{'neg': 0.0, 'neu': 0.591, 'pos': 0.409, 'compound': 0.8402}",0.8402,Positive
working on my lab report that's due 2359hr tonight. ,working lab report ue 2359hr tonight,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
I am awake now because of twitters! I was just dozing off. . . ,awake twitter ozing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"@jillglavan soooo disappointed your T.I. party is when I leave for Vegas. I was so jacked up when you first talked about it, now nothing ",soooo isappointe ti party leave vega jacke first talke nothing,"{'neg': 0.101, 'neu': 0.672, 'pos': 0.227, 'compound': 0.3612}",0.3612,Positive
"@runawaystarling unfort, msn is a douche and a half to me ",unfort msn ouche half,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
i have to butting poop again ,butting poop,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@oinker_aida i agree! ,agree,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612,Positive
all these crazy pollen trees in Washington state are making my sinuses go crazy ,crazy pollen tree washington state making sinus go crazy,"{'neg': 0.407, 'neu': 0.593, 'pos': 0.0, 'compound': -0.5859}",-0.5859,Negative
Stupid 3 year project! feels like you've conquered something then you realised it's only 1 year down ,stupi 3 year project feel like youve conquere something realise 1 year,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.3612,Positive
@jdpeterson  hope you feel better. why cali?,hope feel better cali,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.7003}",0.7003,Positive
I need to go out but I am so lazy. ,nee go lazy,"{'neg': 0.556, 'neu': 0.444, 'pos': 0.0, 'compound': -0.3612}",-0.3612,Negative
@laurenlenewx awww i'm sorry ,awww im sorry,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.0772}",-0.0772,Negative
Woo for three pages down and seven to go...why in heck do I procrastinate!  Goal #1 for Grad School DO NOT WAIT!!!!!,woo three page seven gowhy heck procrastinate goal 1 gra school wait,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4767}",0.4767,Positive
"morning all. So tired today, should've stayed in bed ",morning tire toay shoulve staye,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
off to town. forgot to charge my phone so don't think it will last all day ,town forgot charge phone ont think last ay,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
why must I be awake at this untimely hour ,must awake untimely hour,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"i dont want to go to school tomorrow for an exam, after having one and a half weeks off ",ont want go school tomorrow exam one half week,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.0772}",0.0772,Positive
"@Kal_Penn The thing that sucks the most is that you were the one I was most excited for, even before I knew who the final team would be. ",thing suck one excite even knew final team woul,"{'neg': 0.223, 'neu': 0.538, 'pos': 0.238, 'compound': 0.0516}",0.0516,Positive
I can't sleep.  It's too windy and scary out.,cant sleep winy scary,"{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.3875}",0.3875,Positive
@darylsws kids are on holidays ,ki holiays,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
summer camp or summer school?? Both are boarding lol. ,summer camp summer school boaring lol,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}",0.4215,Positive
after 2am and i'm still sniffling and sneezing. can't sleep. morning is going to come way too early ,2am im still sniffling sneezing cant sleep morning going come way early,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
these guys who is Bill Gates's associates makes me feel like I know nothing!!! I don't even know my name now ,guy bill gate associate make feel like know nothing ont even know name,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}",0.3612,Positive
"Oh no!!!!!!!!!!!!! @AzPPA just sent email for State convention...May 17-18 &amp; there was Papyrus all over it. Sad, b/c I wanted to attend! ",oh sent email state conventionmay 1718 amp papyrus sa bc wante atten,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@pelf81 but work is demanding for so much more ,work emaning much,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
watching greek. cant believe its the last day ill see you guys.  june 20.... ahh.,watching greek cant believe last ay ill see guy june 20 ahh,"{'neg': 0.203, 'neu': 0.797, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
Is back at the cabbins  Ew!,back cabbins ew,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
terrified by the news from Italy  http://tinyurl.com/dhdpne,terrifie news italy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@lili_marlene Ohh that sux ,ohh sux,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612,Negative
@brainiacmathew i know!  and im on spring break,know im spring break,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
is extremely hungry ,extremely hungry,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
It's going to be a loooooooooooooooooooooooooooooooonnnnnnngggggggg night at work ,going loooooooooooooooooooooooooooooooonnnnnnngggggggg night work,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@Jennchambless me neither and nobody is awake... NOBODY. I'm drunk and alone ,neither noboy awake noboy im runk alone,"{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative
"@dark_butterfly Not just you. I thought he looked paler, too  Probably from drama filming. Jun looks healthier than ever, though.",thought looke paler probably rama filming jun look healthier ever though,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
.. sad to hear about the discovery of the little girl from Tracy. Her poor family ,sa hear iscovery little girl tracy poor family,"{'neg': 0.288, 'neu': 0.712, 'pos': 0.0, 'compound': -0.4284}",-0.4284,Negative
just what am I supposed to think? ,suppose think,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Why do I keep working for places that DON'T do the Cycle2Work scheme. 15% disc at Halfauds is good enough. ,keep working place ont cycle2work scheme 15 isc halfaus goo enough,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"In office, doing irritating work for the worst client i've ever had. You cant choose your project if ur an employee.  ",office oing irritating work worst client ive ever ha cant choose project ur employee,"{'neg': 0.346, 'neu': 0.537, 'pos': 0.117, 'compound': -0.6908}",-0.6908,Negative
at wye river.. It's really cold! This internet is really expensive ,wye river really col internet really expensive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Jammed my finger and it hurts really badly. ,jamme finger hurt really baly,"{'neg': 0.459, 'neu': 0.541, 'pos': 0.0, 'compound': -0.5267}",-0.5267,Negative
DAMN- my PC has COMPLETELY given out  this sucks ...,amn pc completely given suck,"{'neg': 0.443, 'neu': 0.557, 'pos': 0.0, 'compound': -0.4902}",-0.4902,Negative
I just let my EverQuest 2 subscription lapse. Just don't play it anymore. Don't have the time ,let everquest 2 subscription lapse ont play anymore ont time,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.34}",0.34,Positive
"had a flu shot at work, now my arm hurts ",ha flu shot work arm hurt,"{'neg': 0.526, 'neu': 0.263, 'pos': 0.211, 'compound': -0.5574}",-0.5574,Negative
@heidimontag I love the hills but I missed the show tonight ,love hill misse show tonight,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,Positive
@JesMayhemWA Still trying to sell the prelude? ,still trying sell prelue,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"@katsun At this point, I'm trying to remain optimistic that it won't be as delayed as Live365 but it's getting harder each day ",point im trying remain optimistic wont elaye live365 getting harer ay,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.3182}",0.3182,Positive
Twitter is down? ,twitter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@Kal_Penn OMG I am so mad! You were my favorite character  I'll miss 'you',omg favorite character ill miss,"{'neg': 0.468, 'neu': 0.213, 'pos': 0.319, 'compound': -0.1027}",-0.1027,Negative
Wishes David Cook was coming to phoenix  trying to figure out a way to get to San diego on June 18th to see him.... I'm obsessed,wish avi cook coming phoenix trying figure way get san iego june 18th see im obsesse,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4019}",0.4019,Positive
ill make fresh start.. i promise...    xtra sad puppy face...,ill make fresh start promise xtra sa puppy face,"{'neg': 0.209, 'neu': 0.448, 'pos': 0.343, 'compound': 0.2023}",0.2023,Positive
"A beautiful morning - the sun is shining, the birds are singing, I've just been playing Mousetrap with the kids... damn, now work ",beautiful morning sun shining birs singing ive playing mousetrap ki amn work,"{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.6908}",0.6908,Positive
"@AHolmes_NJ I was able to DownThemAll! before TA was able to delete my account. Didn't lose any photos, but I lost almost all comments ",able ownthemall ta able elete account int lose photo lost almost comment,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.6124}",-0.6124,Negative
@thisisguan ,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Tuesday is a raining day, again ",tuesay raining ay,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Has a huge headache but gotta go to work ,huge heaache gotta go work,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.3182}",0.3182,Positive
"@ACTinglikeamama Oh, you have a recipe for gyros? I developed an addiction in Germany, and haven't been able to find any I like in Aus. ",oh recipe gyro evelope aiction germany havent able fin like au,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.2755}",-0.2755,Negative
